C,Lasso_MAE_mean,Lasso_MAE_std,Lasso_MSE_mean,Lasso_MSE_std,Lasso_RMSE_mean,Lasso_RMSE_std,Lasso_R2_mean,Lasso_R2_std,Ridge_MAE_mean,Ridge_MAE_std,Ridge_MSE_mean,Ridge_MSE_std,Ridge_RMSE_mean,Ridge_RMSE_std,Ridge_R2_mean,Ridge_R2_std
0.0001,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.5105048315672541,0.023615012213259467,0.382298088721528,0.022633040956713587,0.6180795719703349,0.01856513649611795,0.11456782259102061,0.03710194480662431
0.00023357214690901214,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.46650269549479884,0.02179954588557694,0.3169743967482192,0.019662496671107144,0.5627792060175727,0.017817197536711262,0.2660259696155586,0.02918241202905612
0.000545559478116852,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.39758062781383596,0.016311389998618482,0.22976648254987486,0.01877208529477305,0.4790143717960188,0.019739369377603188,0.4681385806054085,0.03153070636766819
0.0012742749857031334,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.3172272509849202,0.015762641514493102,0.14933101272871863,0.017611672932665554,0.3859055219461217,0.022581542800759382,0.6544345664267983,0.03393387422647996
0.002976351441631319,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.252474194521256,0.01389867078857197,0.09969481540801961,0.01237429886316942,0.3152865139360024,0.019014124292963494,0.7693188673089332,0.023800028198458542
0.0069519279617756054,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.21321261495705007,0.008153944298410381,0.07571260912905578,0.00983909537083257,0.27470572743363825,0.017655468140615846,0.8248033210503547,0.019510011118211733
0.01623776739188721,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.1933044600905804,0.012914967163730329,0.0626611314958023,0.010259315909485414,0.24962105229739917,0.02093029340875935,0.8549919405466024,0.021937966922619522
0.0379269019073225,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.1818488224458365,0.016157951194079985,0.054880631954198955,0.010380907566321693,0.2333519617323478,0.023116387852123235,0.8729838851585539,0.022916042903023657
0.08858667904100823,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.17725375837699997,0.01993371515334501,0.05120052489669062,0.010864042853688607,0.22515795054293256,0.025110311726384647,0.8814964736967223,0.02430158078998305
0.2069138081114788,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.17626212146328224,0.021504660790990157,0.050035226302168924,0.011430163792168786,0.22240995235723124,0.02667019391153329,0.8841987559795701,0.02565947747961342
0.4832930238571752,0.55352431420575,0.02536719401739633,0.45350443509968474,0.02790342087745529,0.6731712619908394,0.02076316237189439,-0.050576271636642335,0.052591055333367775,0.17665262963428557,0.02255494180072272,0.04995875340579335,0.011891232958305681,0.22213307508221777,0.027740997645884002,0.8843814647404369,0.026725761590225754
1.1288378916846884,0.4716344247804766,0.023846368989234878,0.33642687679058847,0.024869763489498077,0.5796987317960104,0.021686895371562907,0.22067802830549796,0.05049715351762165,0.1772009558371837,0.02332724479166312,0.050194195822293786,0.012218688595286773,0.22259480369486884,0.028411027575938663,0.8838385706916109,0.027485170541375843
2.6366508987303554,0.2768926606695422,0.019625298441249182,0.12193506967275361,0.016746578811117768,0.34854428643703705,0.023768415619531864,0.7175064487609703,0.03703521681456359,0.17778242003268735,0.023653888938942765,0.05044777794820127,0.012410905127211838,0.22312826858620988,0.02875660154472024,0.883251353821169,0.027934269569805163
6.1584821106602545,0.19010711873242564,0.01304496640410782,0.0582986794453337,0.010746462507283014,0.24069007360806793,0.021417513624267533,0.8650018916266715,0.023475781980483133,0.17822743741110816,0.023807287292195813,0.0506316699183027,0.012505745173156706,0.22352453542891298,0.028906140774740942,0.8828249865201598,0.028157120278945614
14.38449888287663,0.16975112038124998,0.014909759403369307,0.04692505758884117,0.009431129518739532,0.21576635204147462,0.021504037863724897,0.891456605286854,0.02019937221561318,0.1784487919933867,0.023880830883004925,0.050737596659541306,0.012548233690435463,0.22375513118443177,0.028966315095707428,0.8825793202734907,0.0282572499826397
33.59818286283781,0.16912837272532447,0.019488440220995273,0.045987179850497474,0.009892363774336834,0.21338666860113426,0.02380413603260896,0.8936818994198109,0.02124372239647223,0.17855808265219722,0.023916250738428693,0.05079022486876759,0.012566626579233112,0.22387018315073073,0.0289906442845331,0.8824572619719703,0.028300640884910955
78.47599703514607,0.173157564362023,0.021159214944449757,0.047486993127130055,0.010380640531513883,0.21674701589458767,0.025192365607496523,0.8901523208370212,0.022892676895693433,0.17863652206506067,0.023933837014624922,0.05081436268749449,0.012574519223978231,0.2239230436506693,0.029000715717782777,0.8824012810873411,0.028319266417855215
